¹øÈ£,»ç¾÷Àå¸í,¿µ¾÷»óÅÂ¸í,¼ÒÀçÁöÀüÃ¼ÁÖ¼Ò,ÁÂÇ¥Á¤º¸(x),ÁÂÇ¥Á¤º¸(y),lat,lng
3323,HÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼ÛÆÄµ¿ 122-5¹øÁö ¼ÛÆÄºôµù 2Ãþ,210006.751881404,444675.92227283,37.504203,127.1139803
3324,ÇÁ·ÎÇï½ºÅ©·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ½Å´çµ¿ 152-6¹øÁö,201855.607887599,451348.230836171,37.5643562,127.0217668
3325,(ÁÖ)ÆÄÅ©Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ½Å´çµ¿,201384.456643466,451334.342960082,37.5615738,127.0194523
3326,(ÁÖ)Á¶¼±È£ÅÚ¾Ø¸®Á¶Æ®½ºÅ×ÀÌÆ®Å¸¿ö³²»êGYM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ È¸Çöµ¿2°¡ 88,198420.986981388,450877.874923561,37.5602013,126.9829327
3327,¶óÀÎÇÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ °Å¿©µ¿ 293-1 ¼¼½Å°Å¿©ÈÑ¹Ì¸®Å¸¿î,212631.968657493,443089.54324724,37.4899242,127.143585
3330,IGYM(¾ÆÀÌÁü),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹®Á¤µ¿ 651¹øÁö,210749.0,442560.0,37.4851331,127.1238462
3331,(ÁÖ)´õÇÑ ¿À¸®¿£½º È£ÅÚ & ·¹Áö´ø½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ¿¹Àåµ¿ 2-19¹øÁö ÁöÇÏ2Ãþ,199159.933187356,450864.449621814,37.5600108,126.9911351
3332,¿¥ÇÇÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ Á¤µ¿ 34-5¹øÁö ¹èÀçÁ¤µ¿ºôµù 1Ãþ Aµ¿,197481.848548378,451269.851755861,37.5633962,126.9724424
3333,ÀÌ·Î¿î ÆÛ½º³Î Æ®·¹ÀÌ´× ½ºÆ©µð¿À,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ Ãæ¹«·Î3°¡ 51-7¹øÁö 3Ãþ,199259.517238723,451068.226824754,37.56185380000001,126.9923898
3334,¿µ±¤Çï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ÀºÆò±¸ ³ì¹øµ¿ 109-22¹øÁö 2µ¿,193793.677318014,455981.444027088,37.607319,126.932008
3335,¹®Á¤1È£Á¡ ½ºÆ÷¾Ö´Ï (ÁÖ)ÄÉÀÌµð½ºÆ÷Ã÷,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ °¡¶ôµ¿ 108 Áö»ó3,4Ãþ",210913.547528719,443172.347521107,37.4906728,127.1242688
3336,Àç´Ü¹ýÀÎ±¹¹ÎÃ¼·Â¼¾ÅÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹æÀÌµ¿ 88-2¹øÁö,211073.254003391,446095.133867515,37.5165613,127.1295353
3337,ÄÚÄ¡Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹æÀÌµ¿ 226-7¹øÁö,210632.391175015,444908.653893049,37.5062864,127.1208822
3338,ÈÖÆ®´Ï½º¼¾ÅÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ³²´ë¹®·Î4°¡ 17-7¹øÁö,197847.754499522,451011.231861517,37.5612725,126.9764575
3339,ÁüÆÛ½ºÆ® ¹ýÁ¶Å¸¿î,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹®Á¤µ¿ 643-1¹øÁö,210558.0,442587.0,37.4905107,127.1303692
3340,Æ®·¹ÀÌ´×Å¸ÀÓ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼ÛÆÄµ¿ 15¹øÁö,209213.596479932,445106.870506248,37.5080762,127.1049673
3341,ÁüÆ÷À¯(GYM FOR U),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹æÀÌµ¿ 110-3¹øÁö,209945.436745099,445478.456701177,37.5114244,127.1133045
3342,Çï½ºÅäÇÇ¾Æ(WE),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼®ÃÌµ¿ 217-3 (ÁÖ)Å©·¹¼Û,208508.423515763,444190.394069336,37.4998229,127.0969876
3343,¹«ºê 360,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ½ÅÃµµ¿ 29¹øÁö,209074.900840074,445657.80932984,37.5130605,127.103495
3344,OUTFIT FITNESS,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ½Å´çµ¿ 52-299,201411.562664901,451280.030092226,37.5637863,127.0167304
3347,(ÁÖ)½ºÆ÷Áü¾Ø¹Ð·Ð,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ À»Áö·Î2°¡ 205,198877.134150639,451578.377236664,37.5658904,126.9850802
3348,°ñµçÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼®ÃÌµ¿ 273-5¹øÁö,209357.956006173,444284.283207535,37.5007142,127.1066973
3349,JUST 1 PERSONAL TRAINING,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ »ïÀüµ¿ 111-3¹øÁö 5Ãþ,208312.220404996,444948.902590642,37.5066031,127.0943371
3350,½´ÆÛ½ºÅ¸ ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ Ç³³³µ¿ 163¹øÁö ´ë¾Æ¾ÆÆÄÆ® »ó°¡,210378.825036871,447916.043934269,37.5333747,127.1182901
3351,»õ·Î³ªÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ³²Ã¢µ¿ 1-2¹øÁö,198079.694295498,450952.174489406,37.5607977,126.9790582
3352,Åä·ÎÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ¹«±³µ¿ 19 ´ëÇÑÃ¼À°È¸ Ã¼À°È¸°ü,198123.904576393,451671.110698942,37.5673125,126.9794971
3353,ÇÑ½ÅÇï½ºÅ¬·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ È¸Çöµ¿1°¡ 181-6¹øÁö,198099.980632873,450699.941748513,37.5584947,126.9792786
3354,Çö¹ÎÇï½ºÅ¬·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ °¡¶ôµ¿ 189-13¹øÁö,211859.098333302,443429.624997271,37.4928022,127.1348016
3355,¹ÙµðÇ»Ã³,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ Àá½Çµ¿ 294-1,206990.437277713,444913.818922754,37.5063874,127.0798329
3356,¹é¼¼Ã»Ãá,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ½ÅÃµµ¿ 7¹øÁö Àå¹Ì¾ÆÆÄÆ® ºñ»ó°¡,208707.089897534,446299.352775446,37.5188607,127.0992536
3357,½ò Æ®·¹ÀÌ´× ¼¾ÅÍ(SOL Training Center),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹æÀÌµ¿ 211-6 ¼ö¹Ì¸£ºô ÁöÇÏ1Ãþ,210649.721920915,445350.548395234,37.5118705,127.1201192
3358,¶óÀÌÁî¾÷ ÇÇÆ¼Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹®Á¤µ¿ 70-12,211050.862419345,442310.735820214,37.4828516,127.1257226
3359,Rock Body GYM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ °Å¿©µ¿ 42-3,212775.796583888,443563.976192796,37.4940848,127.1452621
3360,¾ÆÀÌµð¾óÇÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼®ÃÌµ¿ 1¹øÁö ±×·£µåºôµù 3Ãþ,208551.947559076,444890.678006917,37.5061554,127.0974874
3361,´õ À£Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¿À±Ýµ¿ 46-2¹øÁö,211177.763719291,444681.422629345,37.5042221,127.1272062
3362,¸®º¹Å©·Î½ºÇÍ¹®Á¤,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹®Á¤µ¿ 42-2¹øÁö ÁöÇÏ1Ãþ 1È£,210846.37710983,443062.097766108,37.489574,127.1233533
3365,¹ÙµðÅ¬¶ô,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹®Á¤µ¿ 620¹øÁö ¼ÛÆÄ Çª¸£Áö¿À½ÃÆ¼»ó°¡ 220,221È£",210654.50616628,442070.575741668,37.4851331,127.1238462
3366,¾Æ¹ÌºÎÆ®Ä·ÇÁ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼ÛÆÄµ¿ 58 ´ë¼ººôµù,209460.214680761,445475.016473373,37.5077387,127.1044033
3367,ÇÇ¿À,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼ÛÆÄµ¿ 16-1¹øÁö ´ö¿øºôµù,209451.108678086,445017.285492021,37.5073011,127.1076764
3368,Àá½ÇÇÇÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ½ÅÃµµ¿ 7-17¹øÁö,208730.633457015,445905.025545443,37.5152717,127.0994664
3369,¿îµ¿ÄÉ¾îÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¿À±Ýµ¿ 11,211358.758041198,445248.724359252,37.5092382,127.1290175
3370,Ã»¿ìÀÎÅÍ¿¥,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼®ÃÌµ¿ 235-17¹øÁö ÁöÇÏ1Ãþ,208675.812751826,444446.053485778,37.5021381,127.0988935
3371,¼ÛÆÄÁ¡ ½ºÆ÷¾Ö´Ï (ÁÖ)ÄÉÀÌµð½ºÆ÷Ã÷,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼ÛÆÄµ¿ 142-8 3,4Ãþ °¡µ¿",210206.122519499,445056.388029908,37.5076326,127.1161702
3372,RESTART GYM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ »ïÀüµ¿ 1-3 ¾ÆÄ«µ¥¹Ìºôµù,207968.193015362,444982.601705591,37.5069254,127.0906686
3373,¼¾Æ®¶ó½º Åõ¿¢½º ÁÖ½ÄÈ¸»ç,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ÇÏ¿Õ½Ê¸®µ¿ 700,202310.024153,451594.707188,37.5665973,127.0269264
3374,D_GYM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ¼º¼öµ¿1°¡ 13-155,204219.253396534,449539.516830912,37.5480836,127.0484811
3375,Ä¿ºê½º ±ÝÈ£Å¬·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ±ÝÈ£µ¿4°¡ 544,201939.3500876,449482.978412921,37.5475722,127.0227172
3376,Å×¶óÇÇÆ¼,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ¼º¼öµ¿1°¡ 13-135,204205.084178091,449596.443563868,37.5485701,127.0483572
3377,À§µåÁü ±ÝÈ£Á¡(WITHGYM),¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ±ÝÈ£µ¿4°¡ 56-1 Èú½ºÅ×ÀÌÆ® ±ÝÈ£ B1Ãþ 20-8È£, 20-9È£ »ó°¡µ¿",202188.303862016,449262.354630991,37.5455799,127.0255361
3379,ÆÛÆ÷¸Õ½º ÇÇÁö¿À Æ®·¹ÀÌ´× ¼¾ÅÍ(Perform Physio),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹®Á¤µ¿ 642¹øÁö,210627.0,442875.0,37.4851331,127.1238462
3380,Á¨Æ²ºê·Î½ºÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ »ïÀüµ¿ 111¹øÁö »ïÀüµ¿½ãÇÁ¶óÀÚ,208265.829073588,444957.463368081,37.5067371,127.0944271
3381,±ÙÀ°ÅÍÁü Áö¹æºüÁü 2È£Á¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ »ïÀüµ¿ 131-5¹øÁö ¼­¿ïºôµù,208496.260053809,444695.959466977,37.5045167,127.0969041
3382,ÀÌ¸ð¼Ç Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ Àá½Çµ¿ 176-4¹øÁö,206949.842815831,445370.245992523,37.5104602,127.0793847
3383,ÇÇ³×Å×½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ¿Á¼öµ¿ 244-11 4Ãþ,201059.703833592,448944.218160194,37.54274900000001,127.012752
3384,Çã´Ï¹Ùµð ½ºÆ÷Ã÷,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ¼º¼öµ¿1°¡ 13-436,204235.838240342,449596.823422643,37.5485668,127.0487273
3385,µðÀÚÀÎÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã Áß±¸ ÅÂÆò·Î2°¡ 366-1¹øÁö ÆÓ¸®½ººôµù 3,4Ãþ",197838.506308443,451380.770303032,37.5646671,126.9763752
3386,¸íµ¿»ç¿ì³ªÇï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ¸íµ¿2°¡ 2-7¹øÁö,198660.385412631,451251.330448808,37.5635104,126.9856123
3387,Aja sporex,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ È¸Çöµ¿1°¡ 204¹øÁö ¸Þ»çºôµù 13Ãþ,198129.435542814,450900.239718295,37.5604432,126.9795494
3388,¿ì¸®Çï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ È¸Çöµ¿1°¡ 203¹øÁö,198296.228869176,450773.596976541,37.5594007,126.9817325
3389,¿¥ºñÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ½Å´çµ¿ 361-24¹øÁö,200799.425969999,450188.654390401,37.5539916,127.0096702
3390,½Ã¸³¼­¿ïÃ»¼Ò³â¼¾ÅÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ¼öÇ¥µ¿ 27-2¹øÁö,199096.572002403,451688.818194264,37.5674298,126.990542
3391,Medi & Fit (¸Þµð ¾Ø ÇÍ),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ½Å´çµ¿ 340-80¹øÁö,201009.880148149,450540.559161681,37.5570855,127.0122222
3392,¸Þµð¾ØÇÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ È«ÀÍµ¿ 396-1¹øÁö ±è¿øÀÚ»êºÎÀÎ°ú 2Ãþ,202608.896570467,451498.515986848,37.5657858,127.03027
3393,(ÁÖ)³Ë¾Æ¿ô,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ¼º¼öµ¿1°¡ 685-450¹øÁö,203520.351688406,449396.290427768,37.5467792,127.0406112
3394,´õ·¦½ºÈÖÆ®´Ï½º¼®ÃÌ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼®ÃÌµ¿ 286-5¹øÁö ÁöÇÏ1Ãþ,209378.111028471,444712.163769183,37.5045537,127.1068326
3395,¹ÙµðÆÛÆ÷¸Õ½ºÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ °¡¶ôµ¿ 166-10¹øÁö Áø³Ø½ºº£¸£µð¿¥,211724.525573665,443912.576699154,37.4974644,127.1332573
3396,Å©·Î½ºÇÍ Èü½ºÅÍ (Crossfit Hipster),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹®Á¤µ¿ 111-9¹øÁö MKºôµù,211619.645681626,442686.000741947,37.4854246,127.1146578
3398,H2GYM (¿¡Ä¡Ä¡ÅõÁü),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ Àá½Çµ¿ 184-4¹øÁö,207363.396086384,445465.379464155,37.5113526,127.0840589
3399,DOUBLE S GYM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹æÀÌµ¿ 108-10¹øÁö ¼ºº¸ºôµù,209876.828944913,445462.453117162,37.51129480000001,127.1124859
3400,AII For U GYM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ±ÝÈ£µ¿4°¡ 800 ´ë¿ì(¾Æ)»ó°¡ 201È£,201669.803556903,449301.451523245,37.5459238,127.019517
3401,¹Ùµð¿÷,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ °¡¶ôµ¿ 2-8¹øÁö,211036.348483486,444575.875731832,37.5032938,127.1255884
3402,BAN(¹Ý),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ±ÝÈ£µ¿1°¡ 633¹øÁö,202326.470897024,449954.683065141,37.5519071,127.0271876
3403,°ñµçÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ Àá½Çµ¿ 181-7¹øÁö ÁöÇÏ2Ãþ,207222.41008901,445471.965481522,37.5113389,127.0825286
3404,Ä¿ºê½º°Å¿©Å¬·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ °Å¿©µ¿ 37-3 °Å¿©ºôµù,212769.337053978,443460.333645388,37.4932172,127.1451532
3405,(ÁÖ)ÆÄÅ©Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ºÀ·¡µ¿1°¡ 10¹øÁö,197614.692481764,450800.758274337,37.5594408,126.9737717
3406,½ºÄ«ÀÌ P.P,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ½Ö¸²µ¿ 25-6¹øÁö,200299.795804491,451363.616679012,37.5644862,127.0041286
3407,Re Studio,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ È²ÇÐµ¿,201651.191852,452331.627042,37.5674517,127.0214099
3408,¸ó½ºÅÍP.T ºäÆ¼ÇÊ¶óÅ×½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼ÛÆÄµ¿ 84-7¹øÁö ¿µºôµù,209484.320725356,444751.41436612,37.5047698,127.1080029
3409,ÁüÆÛ½ºÆ® ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ Ç³³³µ¿ 402-4 4Ãþ,210393.799404072,447318.999887517,37.5279994,127.1183907
3410,ÀÌÄÚ¸®¾ÆPTGYM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¿À±Ýµ¿ 10-3¹øÁö 2Ãþ,211463.435,445177.12,37.5086432,127.1304073
3411,Å©·Î½ºÇÍ ¿¡ÀÌºí,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼ÛÆÄµ¿ 32 ÁöÇÏ1Ãþ,209299.474127668,445317.105828146,37.5099342,127.1059156
3412,´õµðÁ©,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ »ïÀüµ¿ 28-12¹øÁö 3Ãþ,207815.181028902,444601.691964731,37.5035304,127.0891727
3413,Æ¼¿£½´Æ©µð¿À,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ »ïÀüµ¿ 27-4¹øÁö ÁöÇÏ1Ãþ,208151.243301303,444938.265645658,37.5065845,127.0929733
3414,·¹ÀÌ ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ Çà´çµ¿ 128-22,203353.475522034,450634.47398884,37.5579976,127.0386734
3415,ÀÌ·ç¾îÁü Çï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ¼º¼öµ¿2°¡ 289-257¹øÁö,204939.155835935,449221.773516977,37.5451994,127.0566791
3416,¹Ù¸¥¸ö PT STUDIO,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ¿Á¼öµ¿ 528,201157.877298502,449563.280012747,37.5462602,127.0112278
3417,ÈÞ·¹½ºÆ®À£ºùÅ¬·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ¸íµ¿2°¡ 31-1¹øÁö,198619.38819773,451135.740279961,37.5624638,126.9851318
3418,¸ÇÇÏÅºÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ³²»êµ¿2°¡ 6-1¹øÁö,198675.840407982,450901.237317642,37.5603158,126.9857688
3419,Çï½ºGXPT½ºÇÇ´×,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã Áß±¸ ½Å´çµ¿ 152-1¹øÁö 4Ãþ,5Ãþ",201792.505387093,451365.069314482,37.5645512,127.0210579
3420,flex gym,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹®Á¤µ¿ 72-3 °Ç¿µ¾ÆÆÄÆ®»ó°¡ 2Ãþ,211049.287447183,442171.661862666,37.4814923,127.125652
3421,ÇÍÁ¸,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼®ÃÌµ¿ 296-2¹øÁö ½Å¿ìºôµù,209541.418807954,444357.068661528,37.5012674,127.1086809
3422,À§³ÊÇÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹æÀÌµ¿ 208-1,210888.579009374,445284.19361835,37.5096463,127.1238934
3423,¿Ã¸²ÇÈ¼±¼öÃÌ½ºÆ÷Ã÷¼¾Å¸,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹æÀÌµ¿ 89-11,211619.368009793,445963.384875409,37.5157197,127.1322328
3424,Å©·Î½ºÇÍ¾Ø¼­,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¿À±Ýµ¿ 3-1¹øÁö,211497.311628565,445334.09743918,37.5100914,127.1309588
3425,¼ÛÆÄÄ¿ºê½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼ÛÆÄµ¿ 143-3¹øÁö 306È£,210177.289293975,444963.418268942,37.5067255,127.1158416
3426,Æ°Æ°ÇØÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¿À±Ýµ¿ 18-4¹øÁö 2Ãþ,211194.005773786,445202.368567622,37.5089241,127.1273619
3427,GYM1ST(ÁüÆÛ½ºÆ®),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹®Á¤µ¿ 150-26¹øÁö ÈÑ¹Ì¸®»þ¸£¸Á 7Ãþ,210226.697751848,443267.228806217,37.4915118,127.1164066
3428,Ä¿ºê½ºÀá½Ç³ª·çÅ¬·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ½ÅÃµµ¿ 7¹øÁö Àå¹Ì¾ÆÆÄÆ® ºñ»ó°¡,208707.089897534,446299.352775446,37.5188607,127.0992536
3429,ÆÄÀÌ³ÎÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼ÛÆÄµ¿ 18-11 ±ÂÇÇÇÃ¿ÀÇÇ½º ¼ÛÆÄ 8Ãþ,209448.729118958,444914.983221275,37.5063664,127.1076389
3430,Á¦ÀÌÆÀ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ½ÅÃµµ¿ 17-4¹øÁö ÆÄÅ©¸®¿À(A)»ó°¡ 305È£,209151.713940169,446519.612162961,37.520898,127.104435
3431,Dr.Line PT GYM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼ÛÆÄµ¿ 89-5¹øÁö,209580.01465922,444602.220407054,37.5035437,127.1091077
3432,2K gym,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ °¡¶ôµ¿ 99-7,210544.064382887,443492.364981682,37.4935726,127.1200474
3433,´õ ·¦½º ÇÇÆ®´Ï½º »ïÀü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ »ïÀüµ¿ 33¹øÁö,207646.606681394,444539.684008229,37.5029794,127.0872409
3434,½Ã³ÊÁö ÇÇÆ¼ ¾Ø ÇÊ¶óÅ×½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ °¡¶ôµ¿ 89 ÀÍ¼öºôµù,210398.181580536,443850.873570618,37.4967479,127.1183455
3435,ÈÞ¸ÞÀÌÅ© ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼®ÃÌµ¿ 14-7¹øÁö,208538.456869611,444516.687665716,37.5028869,127.0972502
